global_index,turn_id,dialogue_id,turn_index,conversation_id,persuader_turn_index,n_turns_in_dialogue,annotator,strategies,categories,n_labels,flags,note,text
5615,20180808-011341_389_live#t004,20180808-011341_389_live,4,20180808-011341_389_live,2,30,unassigned,evidence_and_statistics|emotion_appeal,Rational Appeal|Emotional Appeal,2,,"CoT: UN estimated 25k people die of hunger daily, 9.1 million a year (stat/emotion).","Thanks! I just read that The United Nations estimated last year 25,000 people still die of hunger daily. That means more than 9.1 million people die of hunger every year."
5616,20180808-011341_389_live#t006,20180808-011341_389_live,6,20180808-011341_389_live,3,30,unassigned,emotion_appeal|rapport_building,Emotional Appeal|Relational and Interactive,2,,CoT: Great to hear kind hearted people. Makes me angry to know so many children in danger (emotion).,Great to hear there are still kind hearted people to help people suffering! It makes me angry to know of so many children in danger in the world.
5617,20180808-011341_389_live#t008,20180808-011341_389_live,8,20180808-011341_389_live,4,30,unassigned,self_modeling|minimization_framing|obligation_pressure,Social Influence|Framing and Presentation|Threat and Pressure,3,,CoT: Make donation as often as I can (self modeling). More people like you and I needed to make even small donations (minimization/moral obligation).,"I agree!  I certainly am not wealthy but still try to make donation as often as I can.  There are some wealthy people that are great philanthropists, but I think more people like you and I are needed to make even small donations.  Have you ever been to the Save the Children website?  URL"
5618,20180808-011341_389_live#t010,20180808-011341_389_live,10,20180808-011341_389_live,5,30,unassigned,donation_procedure_information|minimization_framing,Framing and Presentation|Information Provision,2,,CoT: Donation from incoming earning. Small amount makes difference (minimization). Can you donate part of your payment? (ask).,You can make a donation from your incoming earning from this task to Save the Children.  Even just a small amount makes a difference? I just realized I sound like a telemarketer! Can you donate part of your payment? I think we should.
5619,20180808-011341_389_live#t012,20180808-011341_389_live,12,20180808-011341_389_live,6,30,unassigned,minimization_framing|self_modeling,Social Influence|Framing and Presentation,2,,CoT: Small donation helps. Match amount of snack. .50 perhaps? (minimization/ask). I will donate again (self modeling).,Even just a small donation helps. I will donate again if you match the amount of a snack!  Maybe .50 perhaps?
5620,20180808-011341_389_live#t014,20180808-011341_389_live,14,20180808-011341_389_live,7,30,unassigned,donation_procedure_information,Information Provision,1,,CoT: Research team collects donations.,The research team will collect donations and send it to Save the Children. So we don't even need to use Paypal.
5621,20180808-011341_389_live#t016,20180808-011341_389_live,16,20180808-011341_389_live,8,30,unassigned,obligation_pressure|emotion_appeal|minimization_framing,Emotional Appeal|Framing and Presentation|Threat and Pressure,3,,CoT: Part of the solution (moral). Story of child who died makes you angry (emotion). So easy we won't even miss it (minimization).,Ok great!  I think we are really part of the solution this way. Especially if that story of a child who died makes you angry like me.  It's so easy we won't even miss it.
5622,20180808-011341_389_live#t018,20180808-011341_389_live,18,20180808-011341_389_live,9,30,unassigned,self_modeling,Social Influence,1,,"CoT: High five, good deed done, match your .50 and donate $1 (self modeling).","(Inserts high five) My good deed for the day is done! I try to do little things like this whenever I can. In fact, I'm going to match your .50 and donate a $1."
5623,20180808-011341_389_live#t020,20180808-011341_389_live,20,20180808-011341_389_live,10,30,unassigned,gratitude_and_appreciation|rapport_building,Reciprocity and Exchange|Relational and Interactive,2,,"CoT: Thanks for agreeing to donate, meeting someone with big heart.",Thanks for agreeing to donate! It was great talking to you and meeting someone who has a big heart like me :)
5624,20180808-011341_389_live#t022,20180808-011341_389_live,22,20180808-011341_389_live,11,30,unassigned,rapport_building,Relational and Interactive,1,,CoT: It feels great.,It feels great
5625,20180808-011341_389_live#t024,20180808-011341_389_live,24,20180808-011341_389_live,12,30,unassigned,rapport_building,Relational and Interactive,1,,CoT: Make it a great day.,I am glad the Researchers are helping too!  Make it a great day!
5626,20180808-011341_389_live#t026,20180808-011341_389_live,26,20180808-011341_389_live,13,30,unassigned,self_modeling|minimization_framing,Social Influence|Framing and Presentation,2,,"CoT: I have done it this way, encourage you to do same. Skipping candy bar today (minimization).",I have done it this way before and encourage you to do the same. Skipping my candy bar today and feeling great!
5627,20180808-011341_389_live#t028,20180808-011341_389_live,28,20180808-011341_389_live,14,30,unassigned,rapport_building,Relational and Interactive,1,,CoT: Sign off.,"(one last high five before I go) I'd love to chat with you more, but I have to run off --- my coffee is brewing and waiting for me to indulge.  Take care and keep doing good!"
5628,20180808-070517_921_live#t000,20180808-070517_921_live,0,20180808-070517_921_live,0,20,unassigned,,,0,empty_set,CoT: Asks for donation.,Hello.  Are you willing to donate to Save the Children charity from your pyament from this task?
5629,20180808-070517_921_live#t002,20180808-070517_921_live,2,20180808-070517_921_live,1,20,unassigned,minimization_framing,Framing and Presentation,1,,CoT: How about donating $2. Every bit helps (minimization).,It is a good charity and i is international.  How about donating the entore $2.  Every bit helps?
5630,20180808-070517_921_live#t004,20180808-070517_921_live,4,20180808-070517_921_live,2,20,unassigned,,,0,empty_set,CoT: How much are you willing to donate?,"To be clear, how much are you willing to donate?"
5631,20180808-070517_921_live#t006,20180808-070517_921_live,6,20180808-070517_921_live,3,20,unassigned,obligation_pressure,Threat and Pressure,1,,CoT: It is for a great cause. Right?,Good.  It is for a great cause.  Right?
5632,20180808-070517_921_live#t008,20180808-070517_921_live,8,20180808-070517_921_live,4,20,unassigned,personal_related_inquiry,Relational and Interactive,1,,CoT: Asks about their feelings on charity.,Does it make you happy when you give to charity?
5633,20180808-070517_921_live#t010,20180808-070517_921_live,10,20180808-070517_921_live,5,20,unassigned,personal_related_inquiry,Relational and Interactive,1,,CoT: Asks about other charities.,What other charities do you give to?
5634,20180808-070517_921_live#t012,20180808-070517_921_live,12,20180808-070517_921_live,6,20,unassigned,task_clarification,Information Provision,1,,CoT: Would like to receive thank you?,Would like to receive a thank you from Save the Children?
5635,20180808-070517_921_live#t014,20180808-070517_921_live,14,20180808-070517_921_live,7,20,unassigned,task_clarification,Information Provision,1,,CoT: Would you like children to send letter and picture?,Would you like one the children to send you a letter and picture?
5636,20180808-070517_921_live#t016,20180808-070517_921_live,16,20180808-070517_921_live,8,20,unassigned,,,0,empty_set,CoT: Still comfortable giving all money?,Are you still comfortable giving all the money from this task to Save the Children?
5637,20180808-070517_921_live#t018,20180808-070517_921_live,18,20180808-070517_921_live,9,20,unassigned,,,0,empty_set,CoT: Will you give $2.00?,Will you give $2.00 from your earnings from this task to Save the Chidren charity?
5638,20180808-032545_201_live#t000,20180808-032545_201_live,0,20180808-032545_201_live,0,20,unassigned,rapport_building,Relational and Interactive,1,,CoT: Greeting.,HI GOOD MORNING
5639,20180808-032545_201_live#t002,20180808-032545_201_live,2,20180808-032545_201_live,1,20,unassigned,source_related_inquiry|rapport_building,Relational and Interactive,2,,CoT: How do you think about the donation?,"FINE,SAVE THE CHILDREN , HOW DO YOU THINK ABOUT THE DONATION THE SAVE THE CHILD."
5640,20180808-032545_201_live#t004,20180808-032545_201_live,4,20180808-032545_201_live,2,20,unassigned,organization_information,Information Provision,1,,CoT: It's an international non-governmental organization to the child.,"NO BUT, ITS A INTERNATIONAL NON-GOVERNMENTAL ORGANIZATION TO THE CHILD"
5641,20180808-032545_201_live#t006,20180808-032545_201_live,6,20180808-032545_201_live,3,20,unassigned,organization_information,Information Provision,1,,CoT: Mentions website.,"SAVE THE CHILDREN , FOR YOUR CLARIFICATION YOU GO AND CHECK THE  URL WEBSITE.ITS VERY HELPFUL TO THE ORGANIZATION."
5642,20180808-032545_201_live#t008,20180808-032545_201_live,8,20180808-032545_201_live,4,20,unassigned,,,0,empty_set,CoT: Asks for donation amount.,"YES, SO HOW MUCH DO YOU LIKE TO DONATE TO THE CHARITY NOW?"
5643,20180808-032545_201_live#t010,20180808-032545_201_live,10,20180808-032545_201_live,5,20,unassigned,organizational_credibility|impact_information,Credibility Appeal|Information Provision,2,,"CoT: You can trust our organization (credibility). Helpful to education, health, safety (impact).","YOU CAN TRUST OUR  ORGANIZATION, YOU DONATE THE CHILDREN IS VERY HELPFUL TO THEY OF EDUCATION , HEALTH AND SAFETY. ETC.,"
5644,20180808-032545_201_live#t012,20180808-032545_201_live,12,20180808-032545_201_live,6,20,unassigned,organizational_credibility|evidence_and_statistics,Rational Appeal|Credibility Appeal,2,,"CoT: 100% to the children, trust organization (credibility/stat).","NO, WE CAN PUT 100% TO THE CHILDREN USE ONLY, SO YOU CAN TRUST OUR ORGANIZATION."
5645,20180808-032545_201_live#t014,20180808-032545_201_live,14,20180808-032545_201_live,7,20,unassigned,,,0,empty_set,CoT: No tax. How much do you like to donate.,NO TAX AND HOW MUCH DO YOU LIKE TO DONATE TO THE CHARITY NOW?
5646,20180808-032545_201_live#t016,20180808-032545_201_live,16,20180808-032545_201_live,8,20,unassigned,donation_procedure_information,Information Provision,1,,CoT: Go and donate to the website.,URL YOU GO AND DONATE TO THE WEBSITE.
